Question,Answer,Options,Correct
"jerome anticipated that the webweb . com stock price would fall and sold all his webweb . com stocks for $ 5 per stock . he paid $ 10000 tax on the revenue . a week later , jerome became convinced that the webweb . com stock price would rise , and he used the money that he had gotten from selling the webweb . com stocks to purchase them again , this time at $ 6 per stock . if jerome ended up having 2000 webweb . com stocks fewer than the number he had before selling them , how many webweb . com stocks did he have originally ?",11,"a ) 10,000 , b ) 11,600 , c ) 12,000 , d ) 14,000 , e ) 16,400",c
"the radius of the wheel of a bus is 175 cms and the speed of the bus is 66 km / h , then the r . p . m . ( revolutions per minutes ) of the wheel is",100,"a ) 100 , b ) 250 , c ) 300 , d ) 330 , e ) none of these",a
"a shopkeeper buys two articles for rs . 1000 each and then sells them , making 60 % profit on the first article and 60 % loss on second article . find the net profit or loss percent ?",600,"a ) 200 , b ) 278 , c ) 282 , d ) 202 , e ) 600",e
"how many seconds does sandy take to cover a distance of 500 meters , if sandy runs at a speed of 15 km / hr ?",120,"a ) 100 , b ) 120 , c ) 140 , d ) 160 , e ) 180",b
"in a fuel station the service costs $ 1.75 per car , every liter of fuel costs 0.65 $ . assuming that a company owns 12 cars and that every fuel tank contains 55 liters and they are all empty , how much money total will it cost to fuel all cars ?",450,"a ) 320 $ , b ) 380 $ , c ) 420 $ , d ) 450 $ , e ) 480 $",d
"the ratio of the incomes of rajan and balan is 7 : 6 and the ratio of their expenditure is 6 : 5 . if at the end of the year , each saves $ 1000 then the income of rajan is ?",7000,"a ) $ 7600 , b ) $ 7000 , c ) $ 8000 , d ) $ 9000 , e ) $ 5000",b
two friends decide to get together ; so they start riding bikes towards each other . they plan to meet halfway . each is riding at 6 mph . they live 36 miles apart . one of them has a pet carrier pigeon and it starts flying the instant the friends start traveling . the pigeon flies back and forth at 12 mph between the 2 friends until the friends meet . how many miles does the pigeon travel ?,36,"a ) 54 , b ) 66 , c ) 80 , d ) 36 , e ) 96",d
a 300 meter long train crosses a platform in 51 seconds while it crosses a signal pole in 18 seconds . what is the length of the platform ?,550,"a ) 550 , b ) 289 , c ) 350 , d ) 882 , e ) 281",a
"a man has some hens and cows . if the number of heads be 48 and the number of feet equals 140 , then the number of hens will be :",26,"a ) 43 , b ) 26 , c ) 33 , d ) 21 , e ) 28",b
"when 1 / 10 percent of 2,000 is subtracted from 1 / 10 of 2,000 , the difference is",198,"a ) 1980 , b ) 1998 , c ) 198 , d ) 200 , e ) 20",c
"find the compound interest on rs . 16,000 at 20 % per annum for 9 months , compounded quarterly",2522,"a ) 2875 , b ) 2654 , c ) 2645 , d ) 2456 , e ) 2522",e
"a number is doubled and 9 is added . if the resultant is trebled , it becomes 51 . what is that number ?",4,"a ) 3.5 , b ) 6 , c ) 8 , d ) 7 , e ) 4",e
"on the first day of her vacation , louisa traveled 250 miles . on the second day , traveling at the same average speed , she traveled 350 miles . if the 250 - mile trip took 3 hours less than the 350 - mile trip , what was the average speed , in miles per hour ?",33.33,"a ) 31 , b ) 33.33 , c ) 35 , d ) 37 , e ) 39.33",b
"if an object travels at six feet per second , how many feet does it travel in one hour ?",21600,"a ) 21600 , b ) 3778 , c ) 12788 , d ) 18000 , e ) 2881",a
30 square stone slabs of equal size were needed to cover a floor area of 67.5 sq . m . find the length of each stone slab ?,150,"a ) 150 cm , b ) 767 cm , c ) 88 cm , d ) 666 cm , e ) 776 cm",a
"machine r takes 2 more hours than machine b to make 20 widgets . if working together , the machines can make 25 widgets in 3 hours , how long will it take machine r to make 40 widgets ?",12,"a ) 5 , b ) 6 , c ) 8 , d ) 10 , e ) 12",e
i bought two books ; for rs . 480 . i sold one at a loss of 15 % and other at a gain of 19 % and then i found each book was sold at the same price . find the cost of the book sold at a loss ?,280,"a ) rs . 28 , b ) rs . 280 , c ) rs . 140 , d ) rs . 70 , e ) rs . 80",b
a gardener changed the size of his rectangle shaped garden by increasing it ' s length by 40 % & decreasing is ' s width by 20 % . find area of new garden .,1.12,"['a ) 1.04', 'b ) 1.12', 'c ) 1.24', 'd ) 1.4', 'e ) 1.5']",b
"the cost of one photocopy is $ 0.02 . however , a 25 % discount is offered on orders of more than 100 photocopies . if steve and dennison have to make 80 copies each , how much will each of them save if they submit a single order of 160 copies ?",0.40,"a ) $ 0.32 , b ) $ 0.40 , c ) $ 0.45 , d ) $ 0.48 , e ) $ 0.54",b
what is the sum of the integers from - 190 to 191 inclusive ?,191,"a ) 0 , b ) 191 , c ) 375 , d ) 875 , e ) 965",b
9000 + 16 2 / 3 % of ? = 10500,9000,"a ) 2387 , b ) 2888 , c ) 9000 , d ) 2837 , e ) 2271",c
"the slant height of a cone is 12 cm and radius of the base is 4 cm , find the curved surface of the cone ?",48,"a ) 26 , b ) 28 , c ) 48 , d ) 26 , e ) 28",c
"points a , b , c , and d , in that order , lie on a line . if ab = 2 cm , ac = 5 cm , and bd = 6 cm , what is cd , in centimeters ?",3,"a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",c
"in assembling a bluetooth device , a factory uses one of two kinds of modules . one module costs $ 8 and the other one , that is cheaper , costs $ 3 . the factory holds a $ 100 worth stock of 25 modules . how many of the modules in the stock are of the cheaper kind ?",20,"a ) 21 , b ) 20 , c ) 22 , d ) 23 , e ) 24",b
"a sum of money is to be distributed among a , b , c , d in the proportion of 5 : 2 : 4 : 3 . if c gets rs . 500 more than d , what is b ' s share ?",1000,"a ) a ) 8239 , b ) b ) 2900 , c ) c ) 1000 , d ) d ) 2393 , e ) e ) 2009",c
"due to construction , the speed limit along an 10 - mile section of highway is reduced from 55 miles per hour to 20 miles per hour . approximately how many minutes more will it take to travel along this section of highway at the new speed limit than it would have taken at the old speed limit ?",19.1,"a ) a ) 6.24 , b ) b ) 8 , c ) c ) 10 , d ) d ) 19.1 , e ) e ) 24",d
"in a rectangular coordinate system , what is the area of a rhombus whose vertices have the coordinates ( 0 , 3.5 ) , ( 11 , 0 ) , ( 0 , - 3.5 ) , ( - 11 , 0 ) ?",77,"a ) 56 , b ) 77 , c ) 112 , d ) 116 , e ) 120",b
a 21 % stock yielding 10 % is quoted at :,210,"a ) 83.33 , b ) 210 , c ) 112 , d ) 120 , e ) 160",b
which no . need to add to 859622 to get a no . exactly divisible by 456 ?,859622,"a ) 546577 , b ) 674645 , c ) 566578 , d ) 465766 , e ) 859622",e
"right triangle abc is to be drawn in the xy - plane so that the right angle is at a and ab is parallel to the y - axis . if the x - and y - coordinates of a , b , and c are to be integers that are consistent with the inequalities - 4 ≤ x ≤ 2 and 4 ≤ y ≤ 9 , then how many different triangles can be drawn that will meet these conditions ?",864,"a ) 54 , b ) 432 , c ) 864 , d ) 2,916 , e ) 148,824",c
"at veridux corporation , there are 250 employees . of these , 90 are female , and the rest are males . there are a total of 40 managers , and the rest of the employees are associates . if there are a total of 135 male associates , how many female managers are there ?",15,"a ) 15 , b ) 20 , c ) 25 , d ) 30 , e ) 35",a
"a invested some money in 8 % stock at 96 . if b wants to invest in an equally good 10 % stock , he must purchase a stock worth of :",120,"a ) rs . 120 , b ) rs . 60 , c ) rs . 128 , d ) rs . 130 , e ) rs . 140",a
how many digits 2 ^ 400 has ?,121,"a ) 31 , b ) 35 , c ) 50 , d ) 99 , e ) 121",e
"if x is equal to the sum of the integers from 50 to 70 , inclusive , and y is the number of even integers from 50 to 70 , inclusive , what is the value of x + y ?",1271,"a ) 1211 , b ) 1231 , c ) 1251 , d ) 1271 , e ) 1291",d
"12 times a positive integer is more than its square by 36 , then the positive integer is",6,"a ) 6 , b ) 10 , c ) 11 , d ) 12 , e ) 14",a
"renu can do a piece of work in 8 days , but with the help of her friend suma , she can do it in 4 days . in what time suma can do it alone ?",8,"a ) 8 , b ) 12 , c ) 14 , d ) 15 , e ) 17",a
"90 percent of the members of a study group are women , and 60 percent of those women are lawyers . if one member of the study group is to be selected at random , what is the probability that the member selected is a woman lawyer ?",0.54,"a ) 0.34 , b ) 0.44 , c ) 0.54 , d ) 0.64 , e ) 0.74",c
"a train covers a distance of 12 km in 10 min . if it takes 12 sec to pass a telegraph post , then the length of the train is ?",240,"a ) 298 m , b ) 188 m , c ) 240 m , d ) 178 m , e ) 189 m",c
"a new home buyer pays 4 % annual interest on her first mortgage and 9 % annual interest on her second mortgage . if she borrowed a total of $ 310000 , 80 % of which was in the first mortgage , what is her approximate monthly interest payment ?",1,"a ) $ 1,292 , b ) $ 1,733 , c ) $ 3,466 , d ) $ 12,917 , e ) $ 20,796",a
x and y started a business by investing rs . 5000 / - and rs . 15000 / - respectively . find the x ’ s share out of a total profit of rs . 1600 :,400,"a ) 200 , b ) 250 , c ) 300 , d ) 350 , e ) 400",e
"if money is invested at r percent interest , compounded annually , the amount of the investment will double in approximately 48 / r years . if pat ' s parents invested $ 5,000 in a long - term bond that pays 8 percent interest , compounded annually , what will be the approximate total amount of the investment 18 years later , when pat is ready for college ?",15000,"a ) $ 20000 , b ) $ 15000 , c ) $ 12000 , d ) $ 10000 , e ) $ 9000",b
"how many multiples of 7 are there between 9 and 89 , 9 and 89 inclusive ?",11,"a ) 11 , b ) 17 , c ) 16 , d ) 13 , e ) 12",a
5 men are equal to as many women as are equal to 7 boys . all of them earn rs . 90 only . men ’ s wages are ?,6,"a ) 8 rs . , b ) 7 rs . , c ) 6 rs . , d ) 4 rs . , e ) 5 rs .",c
"when positive integer n is divided by 4 , the remainder is 2 . when n is divided by 7 , the remainder is 5 . how many values less than 100 can n take ?",3,"a ) 0 , b ) 2 , c ) 3 , d ) 4 , e ) 5",c
the area of a triangle is with base 8.4 m and height 5.8 m ?,24.36 m 2,"a ) 11.36 m 2 , b ) 10.36 m 2 , c ) 18.36 m 2 , d ) 19.36 m 2 , e ) 24.36 m 2",e
"if p ( a ) = 8 / 15 , p ( b ) = 4 / 15 , and p ( a â ˆ ª b ) = 16 / 15 find p ( b | a )",2,"a ) 1 / 2 , b ) 2 / 3 , c ) 3 / 2 , d ) 2 , e ) 4 / 7",d
the speed of a car is 90 km in the first hour and 42 km in the second hour . what is the average speed of the car ?,66,"a ) 89 kmph , b ) 92 kmph , c ) 75 kmph , d ) 65 kmph , e ) 66 kmph",e
"if the sum of the first n positive integers is s , what is the sum of the first n positive integers divisible by 4 , in terms of s ?",4,"a ) s / 2 , b ) s , c ) 2 s , d ) 2 s + 2 , e ) 4 s",e
in how many ways can the integer 48 be expressed as a product of two different positive integers ?,5,"a ) 10 , b ) 8 , c ) 5 , d ) 4 , e ) 2",c
the amount of principal rs . 8000 at compound interest at the ratio of 5 % p . a . for 5 years is,10210,"a ) s . 9621 , b ) s . 6921 , c ) s . 10210 , d ) s . 6261 , e ) s . 6361",c
"pencils , pens and exercise books in a shop are in the ratio of 14 : 4 : 3 . if there are 140 pencils , the number of exercise books in the shop is :",30,"a ) 30 , b ) 27 , c ) 35 , d ) 33 , e ) 37",a
a train traveling at 72 kmph crosses a platform in 30 seconds and a man standing on the platform in 16 seconds . what is the length of the platform in meters ?,280,"a ) 240 meters , b ) 360 meters , c ) 280 meters , d ) 600 meters , e ) can not be determined",c
how many positive integers less than 50 have a reminder 2 when divided by 7 ?,7,"a ) 3 , b ) 4 , c ) 5 , d ) 6 , e ) 7",e
the length of the rectangular field is double its width . inside the field there is square shaped pond 8 m long . if the area of the pond is 1 / 2 of the area of the field . what is the length of the field ?,16,"a ) 13 , b ) 16 , c ) 34 , d ) 43 , e ) 42",b
how many three digit numbers n are divisible by 78 or 91 ?,19,"a ) 17 , b ) 19 , c ) 20 , d ) 21 , e ) 22",b
"in one hour , a boat goes 11 km along the stream and 5 km against the stream . the sped of the boat in still water ( in km / hr ) is :",8,"a ) 3 , b ) 5 , c ) 8 , d ) 9 , e ) 10",c
arnold and danny are two twin brothers that are celebrating their birthday . the product of their ages today is smaller by 5 from the product of their ages a year from today . what is their age today ?,2,"a ) 2 . , b ) 4 . , c ) 5 . , d ) 7 . , e ) 9 .",a
a and b go around a circular track of length 900 m on a cycle at speeds of 36 kmph and 54 kmph . after how much time will they meet for the first time at the starting point ?,180,"a ) 120 sec , b ) 165 sec , c ) 186 sec , d ) 180 sec , e ) 168 sec",d
"working together , jose and jane can complete an assigned task in 12 days . however , if jose worked alone and complete half the work and then jane takes over the task and completes the second half of the task , the task will be completed in 48 days . how long will jose take to complete the task if he worked alone ? assume that jane is more efficient than jose",36,"a ) 25 days , b ) 30 days , c ) 60 days , d ) 65 days , e ) 36 days",e
one fourth of one third of two fifth of a number is 15 . what will be the 40 % of that number is ?,180,"a ) 120 , b ) 130 , c ) 150 , d ) 180 , e ) 250",d
the ages of ashley and mary are in the ratio 4 : 7 . the sum of their ages is 22 . find the ages of ashley .,8,"a ) 7 , b ) 8 , c ) 9 , d ) 10 , e ) 11",b
"two cyclist start on a circular track from a given point but in opposite direction with speeds of 7 m / s and 8 m / s . if the circumference of the circle is 180 meters , after what time will they meet at the starting point ?",12,"a ) 20 sec , b ) 12 sec , c ) 30 sec , d ) 50 sec , e ) 1 min",b
"a clock shows the time as 12 a . m . if the minute hand gains 5 minutes every hour , how many minutes will the clock gain by 6 p . m . ?",30,"a ) 45 minutes , b ) 55 minutes , c ) 35 minutes , d ) 30 minutes , e ) 40 minutes",d
"what will be the cost of building a fence around a square plot with area equal to 36 sq ft , if the price per foot of building the fence is rs . 58 ?",1392,"a ) 3944 , b ) 2882 , c ) 2999 , d ) 2667 , e ) 1392",e
"a person want to give his money of $ 4500 to his 4 children a , b , c , d in the ratio 2 : 4 : 5 : 4 . what is the a + b share ?",1800,"a ) $ 1000 , b ) $ 2000 , c ) $ 1800 , d ) $ 1500 , e ) $ 1600",c
"if the price of a certain computer increased 30 percent from y dollars to 351 dollars , then 2 y =",540,"a ) 540 , b ) 570 , c ) 619 , d ) 649 , e ) 700",a
"if price of t . v set is reduced by 22 % , then its sale increases by 86 % , find net effect on sale value",45,"a ) 44 , b ) 45 , c ) 46 , d ) 47 , e ) 48",b
"there are 76 lights which are functional and each is controlled by a separate on / off switch . two children a and b start playing with the switches . a starts by pressing every third switch till he reaches the end . b , thereafter , presses every fifth switch till he too reaches the end . if all switches were in off position at the beggining , how many lights are switched on by the end of this operation ?",28,"a ) 28 , b ) 30 , c ) 32 , d ) 34 , e ) 36",a
"each month , after jill pays for rent , utilities , food , and other necessary expenses , she has one fifth of her net monthly salary left as discretionary income . of this discretionary income , she puts 30 % into a vacation fund , 20 % into savings , and spends 35 % on eating out and socializing . this leaves her with $ 99 dollar , which she typically uses for gifts and charitable causes . what is jill ’ s net monthly salary ?",3300,"a ) $ 2400 , b ) $ 3300 , c ) $ 6000 , d ) $ 6400 , e ) $ 9600",b
a goat is tied to one corner of a square plot of side 12 m by a rope 7 m long . find the area it can graze ?,38.5,"['a ) 32', 'b ) 36.5', 'c ) 38.5', 'd ) 39', 'e ) 39.5']",c
a retailer bought a hat at wholesale and marked it up 60 % to its initial price of $ 24 . by how many more dollars does he need to increase the price to achieve a 100 % markup ?,6,"a ) 3 , b ) 4 , c ) 5 , d ) 6 , e ) 7",d
the cube root of . 000343 is,0.07,"a ) 0.7 , b ) 0.07 , c ) 0.007 , d ) 7 , e ) none of these",b
"a crow leaves its nest , and flies back and forth from its nest to a nearby ditch to gather worms . the distance between the nest and the ditch is 200 meters . in one and a half hours , the crow manages to bring worms to its nest 15 times . what is the speed of the crow in kilometers per hour ?",4,"a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 6",d
3 seventh of a number is 12 more than 40 % of that number . what will be the 30 % of that number ?,63,"a ) a ) 148 , b ) b ) 210 , c ) c ) 63 , d ) d ) 248 , e ) e ) 258",c
find last digits of ( 1023 ^ 3923 ) + ( 3081 ^ 3921 ),8,"a ) 8 , b ) 9 , c ) 10 , d ) 11 , e ) 12",a
the sum of 4 consecutive even numbers is 36 . find the sum of the squares of these numbers ?,344,"a ) 296 , b ) 252 , c ) 344 , d ) 388 , e ) none of these",c
"two trains , each 150 m long , moving in opposite directions , cross other in 8 sec . if one is moving twice as fast the other , then the speed of the faster train is ?",90,"a ) 90 , b ) 98 , c ) 60 , d ) 88 , e ) 12",a
"with an average speed of 40 km / hr a car reaches its destination on time . if it goes with an average speed of 35 km / h , it is late by 15 minutes . the total journey is ?",70,"a ) 30 km , b ) 40 km , c ) 70 km , d ) 80 km , e ) 90 km",c
find the remainder q when 12 ^ 190 is divided by 1729 ?,1717,"a ) 12 , b ) 1 , c ) 1728 , d ) 1717 , e ) 4",d
how much 70 % of 100 is greater than 60 % of 80 ?,22,"a ) 18 , b ) 99 , c ) 22 , d ) 26 , e ) 71",c
the main line train starts at 5.00 am and the harbor line train starts at 5.02 am . each train has the frequency of 10 minutes . if a guy goes in the morning at a random time what is the probability of he getting main line train ?,0.8,"a ) . 5 , b ) 0.6 , c ) 0.4 , d ) 0.7 , e ) 0.8",e
"a plane flies 420 miles with the wind and 350 miles against the wind in the same length of time . if the speed of the wind is 23 mph , what is the speed of the plain in still air ?",253,"a ) 253 mph . , b ) 275 mph . , c ) 296 mph . , d ) 278 mph . , e ) 235 mph .",a
rs 80000 is divided into two parts one part is given to a person with 10 % interest and another part is given to a person with 20 % interest . at the end of first year he gets profit 9000 find money given by 10 % ?,70000,"a ) 30000 , b ) 40000 , c ) 50000 , d ) 60000 , e ) 70000",e
"at the end of year x , automobile installment credit accounted for 43 % of all outstanding consumer installment credit . at that time automobile finance companies extended $ 50 billion of credit , or 1 / 4 of the automobile installment credit . how many billion dollars of consumer installment credit was outstanding at that time ?",465.12,"a ) 450 , b ) 465.12 , c ) 475 , d ) 500.15 , e ) 200",b
"what is the lowest positive integer that is divisible by 1 through 3 , inclusive ?",6,"a ) 12 , b ) 6 , c ) 8 , d ) 18 , e ) 33",b
a courier charges for packages to a certain destination are 65 cents for the first 250 grams and 10 cents for each additional 100 grams or part thereof . what could be the weight in grams of a package for which the charge is $ 1.85 ?,1420,"a ) 1680 , b ) 1420 , c ) 1120 , d ) 970 , e ) 740",b
"during a certain two - week period , 60 percent of the movies rented from a video store were comedies , and of the remaining movies rented , there were 4 times as many dramas as action movies . if no other movies were rented during that two - week period and there were a action movies rented , then how many comedies , in terms of a , were rented during that two - week period ?",7.5,"a ) 14 , b ) 12 , c ) 10 , d ) 8 , e ) 7.5",e
"a fruit seller sells mangoes at the rate of rs . 9 per kg and thereby loses 20 % . at what price per kg , he should have sold them to make a profit of 5 %",11.81,"a ) rs 8.81 , b ) rs 9.81 , c ) rs 10.81 , d ) rs 11.81 , e ) none of these",d
"if 21 / 22 = 0 . 95.45 , what is the 57 th digit to the right of the decimal point of the fraction ?",4,"a ) 1 , b ) 4 , c ) 5 , d ) 7 , e ) 9",b
"an army ’ s recruitment process included n rounds of selection tasks . for the first a rounds , the rejection percentage was 60 percent per round . for the next b rounds , the rejection percentage was 50 percent per round and for the remaining rounds , the selection percentage was 70 percent per round . if there were 20000 people who applied for the army and 196 were finally selected , what was the value of n ?",8,"a ) 4 , b ) 5 , c ) 6 , d ) 8 , e ) 10",d
how many multiples of 5 are there between 50 and 500 ?,89,"a ) 128 , b ) 91 , c ) 89 , d ) 61 , e ) 60",c
two stations a and b are 110 km apart on a straight line . one train starts from a at 4 a . m . and travels towards b at 20 kmph . another train starts from b at 8 a . m . and travels towards a at a speed of 25 kmph . at what time will they meet ?,7,"a ) 15 a . m , b ) 10 a . m , c ) 7 a . m , d ) 02 a . m , e ) 05 a . m",c
the height of the wall is 6 times its width and lenght of the wall is 7 times its height . if the volume of the wall be 16128 cu . m . its width is,4,"['a ) 4 m', 'b ) 5 m', 'c ) 6 m', 'd ) 7 m', 'e ) 8 m']",a
find the sum of all odd numbers upto 100 .,2500,"a ) 200 , b ) 1000 , c ) 2500 , d ) 3140 , e ) 3200",c
two stations p and q are 110 km apart on a straight track . one train starts from p at 7 a . m . and travels towards q at 20 kmph . another train starts from q at 8 a . m . and travels towards p at a speed of 25 kmph . at what time will they meet ?,10,"a ) 10.30 , b ) 10 , c ) 8.45 , d ) 9.3 , e ) 11",b
"if * stands for / , / stands for - , + stands for * and - stands for + , then 9 / 8 * 7 + 5 - 10 = ?",13.3,"a ) 13.3 , b ) 10.8 , c ) 10.7 , d ) 11.4 , e ) 12.5",a
"hcf and lcm two numbers are 12 and 396 respectively . if one of the numbers is 36 , then the other number is ?",132,"a ) 36 , b ) 66 , c ) 132 , d ) 264 , e ) 152",c
what is the tens digit of 36 ^ 30 ?,7,"a ) 1 , b ) 7 , c ) 5 , d ) 3 , e ) 9",b
"a 4 digit number is such that the product of all of its digits is 126 . the sum of all the digits is equal to the 2 digit number formed by using thousands digit and tens digit ( 1000 digit in tens place & 10 digit in units place ) which in turn is equal to 19 . then difference of units and 1000 place of the number is , given that this difference is positive .",1792,"a ) 1692 , b ) 1792 , c ) 1795 , d ) 1892 , e ) 1992",b
"a man loses 1 / 3 rd of his money , then wins rs . 10 loses 1 / 3 rd of what he has and wins rs . 20 and finds that he has exactly what be had at the beginning . what was the amount he originally bad ?",48,"a ) 25 , b ) 36 , c ) 10 , d ) 48 , e ) 45",d
a carpenter worked alone for 1 day on a job that would take him 6 more days to finish . he and another carpenter completed the job in 7 more days . how many days would it have taken the second carpenter to do the complete job working alone ?,24.5,"a ) 4.5 , b ) 7.5 , c ) 9.5 , d ) 14.5 , e ) 24.5",e
"if 4 is the remainder when m is divided by 10 , what is the remainder when 4 m is divided by 10 ?",6,"a ) 2 , b ) 4 , c ) 6 , d ) 8 , e ) 0",c
"on the first day of her vacation , louisa traveled 240 miles . on the second day , traveling at the same average speed , she traveled 420 miles . if the 240 - mile trip took 3 hours less than the 420 - mile trip , what was the average speed , in miles per hour ?",60,"a ) 65 , b ) 50 , c ) 55 , d ) 60 , e ) 58",d
the number of positive integers n in the range 12 ≤ n ≤ 40 such that the product ( n − 1 ) ( n − 2 ) . . . 3 . 2.1 is not divisible by n is,7,"a ) 5 , b ) 7 , c ) 13 , d ) 14 , e ) 16",b
"a set consists of 15 numbers , all are even or multiple of 5 . if 8 numbers are even and 10 numbers are multiple of 5 , how many numbers is multiple of 10 ?",3,"a ) 0 , b ) 1 , c ) 2 , d ) 3 , e ) 5",d
the greatest number that divides 2928 and 3240 leaving remainders 5 and 1 respectively is :,79,"a ) 74 , b ) 78 , c ) 79 , d ) 81 , e ) 85",c
"find large number from below question the difference of 2 no ' s is 1365 . on dividing the larger number by the smaller , we get 6 as quotient and the 15 as remainder",1635,"a ) 1236 , b ) 1356 , c ) 1470 , d ) 1556 , e ) 1635",e
"a sum was put at simple interest at certain rate for 3 years . had it been put at 1 % higher rate it would have fetched rs . 72 more . the sum is : a . rs . 2,400 b . rs . 2,100 c . rs . 2,200 d . rs . 2,480",2400,"a ) 2000 , b ) 2100 , c ) 2200 , d ) 2300 , e ) 2400",e
a and b together can do a work in 3 days . if a alone can do it in 6 days . in how many days can b alone do it ?,6,"a ) 10 , b ) 99 , c ) 77 , d ) 55 , e ) 6",e
"a man is 26 years older than his studen . in two years , his age will be twice the age of his student . the present age of his student is :",24,"a ) 20 , b ) 21 , c ) 22 , d ) 23 , e ) 24",e
"a = { 2 , 3 , 4 , 5 } b = { 4 , 5 , 6 , 7 , 8 } two integers will be randomly selected from the sets above , one integer from set a and one integer from set b . what is the probability t that the sum of the two integers will equal 9 ?",0.20,"a ) 0.15 , b ) 0.20 , c ) 0.25 , d ) 0.30 , e ) 0.33",b
"the population of a bacteria culture doubles every 4 minutes . approximately how many minutes will it take for the population to grow from 1,000 to 500,000 bacteria",36,"a ) 10 , b ) 12 , c ) 14 , d ) 36 , e ) 18",d
how many pieces can a square pizza be cut into by making 4 linear cuts ?,11,"['a ) 10', 'b ) 11', 'c ) 12', 'd ) 13', 'e ) 14']",b
two trains of length 220 m and 280 m are running towards each other on parallel lines at 42 kmph and 30 kmph respectively . in what time will they be clear of each other from the moment they meet ?,25,"a ) 28 , b ) 266 , c ) 990 , d ) 25 , e ) 11",d
we bought orange juice and apple juice at the store . a bottle of orange juice costs 70 cents and a bottle of apple juice costs 60 cents . we bought a total of 70 bottles for $ 46.20 . how many bottles of orange juice did we buy ?,42,"a ) 32 , b ) 36 , c ) 38 , d ) 42 , e ) 48",d
"a glucose molecule contains 6 carbon , 12 hydrogen and 6 oxygen atoms . during photosynthesis , green plants create glucose daily . if , over a period of 12 days , an eucalyptus plant ( a green plant ) creates 12000 molecules of glucose then approximately how many more atoms of hydrogen than carbon are created on average per day ?",00,"a ) 60,000 , b ) 6,000 , c ) 2,500 , d ) 250 , e ) 0",b
a basketball player practices 2 hours a day monday through friday . how many hours must he practice saturday and sunday combined if he wants to practice an average ( arithmetic mean ) of 3 hours a day for the 7 day week ?,11,"a ) 8 , b ) 9 , c ) 10 , d ) 11 , e ) 12",d
"when the positive integer k is divided by the positive integer n , the remainder is 11 . if k / n = 83.2 , what is the value of n ?",81,"a ) 9 , b ) 20 , c ) 55 , d ) 70 , e ) 81",e
what sum of money will produce rs . 90 as simple interest in 4 years at 4 1 / 2 percent ?,500,"a ) rs . 550 , b ) rs . 650 , c ) rs . 600 , d ) rs . 500 , e ) rs . 700",d
two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a man in the slower train in 7 seconds . find the length of the faster train ?,70,"a ) 70 , b ) 20 , c ) 30 , d ) 75 , e ) 15",a
"exactly 3 / 7 of the people in the room are under the age of 21 , and exactly 5 / 8 of the people in the room are over the age of 65 . if the total number of the people in the room is greater than 50 and less than 100 , how many people in the room are under the age of 21 ?",24,"a ) 24 , b ) 35 , c ) 39 , d ) 60 , e ) 65",a
"alice picked a number of pears , each of which she sold , canned , or poached . she canned 20 percent more than she poached , and she poached 50 percent less than she sold . if there were a total of 42 pears , then how many pears did she sell ?",20,"a ) 20 , b ) 21 , c ) 22 , d ) 23 , e ) 24",a
the value of x + x ( x ^ x ) when x = 10 is,100000000010,"a ) 100000000010 , b ) 10000000010 , c ) 10000000000 , d ) 1200000000 , e ) 12000000010",a
if k is a non - negative integer and 30 ^ k is a divisor of 929260 then 3 ^ k - k ^ 3 =,1,"a ) 0 , b ) 1 , c ) 45 , d ) 130 , e ) 520",b
"a sum was put at simple interest at a certain rate for 4 years had it been put at 2 % higher rate , it would have fetched 56 more . find the sum .",700,"a ) 500 , b ) 600 , c ) 700 , d ) 800 , e ) none of these",c
"a vending machine randomly dispenses 4 different types of fruit candy . there are twice as many apple candies as orange candies , twice as many strawberry candies as grape candies , and twice as many apple candies as strawberry candies . if each candy cost $ 0.1 , and there are exactly 90 candies , what is the minimum amount of money required to guarantee that you would buy at least 3 of each type of candy ?",8.30,"a ) $ 8.30 , b ) $ 20.75 , c ) $ 22.50 , d ) $ 42.75 , e ) $ 45.00",a
"a can do a work in 6 days , b can do a work in 8 days and c can do it in 12 days . b left work after 4 days . for how many number of days should a and c should work together to complete the remaining work ?",0.5,"a ) 0.1 , b ) 0.2 , c ) 0.3 , d ) 0.4 , e ) 0.5",e
"if n is a prime number greater than 4 , what is the remainder when n ^ 2 is divided by 12 ?",1,"a ) 0 , b ) 2 , c ) 1 , d ) 3 , e ) 5",c
a can do a particular work in 6 days . b can do the same work in 8 days . a and b signed to do it for rs . 3680 . they completed the work in 3 days with the help of c . how much is to be paid to c ?,460,"a ) s . 380 , b ) s . 600 , c ) s . 460 , d ) s . 400 , e ) s . 480",c
"in what time will a train 100 meters long cross an electric pole , if its speed is 36 km / hr",10,"a ) 8.5 seconds , b ) 10 seconds , c ) 3.5 seconds , d ) 2.5 seconds , e ) 2.6 seconds",b
"if x / ( 12 p ) is an odd prime number , where x is a positive integer and p is a prime number , what is the least value of x ?",72,"a ) 22 , b ) 33 , c ) 44 , d ) 66 , e ) 72",e
"given f ( x ) = 3 x – 5 , for what value of x does 2 * [ f ( x ) ] – 16 = f ( x – 6 ) ?",1,"a ) 1 , b ) 4 , c ) 6 , d ) 7 , e ) 13",a
