Question,Answer,Options,Correct
"while driving from a - ville to b - town , harriet drove at a constant speed of 110 kilometers per hour . upon arriving in b - town , harriet immediately turned and drove back to a - ville at a constant speed of 140 kilometers per hour . if the entire trip took 5 hours , how many minutes did it take harriet to drive from a - ville to b - town ?",168,"a ) 138 , b ) 148 , c ) 150 , d ) 162 , e ) 168",e
"if the average of 1 , 2 , 4 , 5 , 6 , 9 , 9 , 10 , 12 and x is 7 , what is the value of x ?",12,"a ) 7 , b ) 9 , c ) 11 , d ) 12 , e ) 13",d
a jogger running at 9 km / hr along side a railway track is 200 m ahead of the engine of a 200 m long train running at 45 km / hr in the same direction . in how much time will the train pass the jogger ?,40,"a ) 89 , b ) 20 , c ) 40 , d ) 88 , e ) 34",c
"yesterday ' s closing prices of 2,200 different stocks listed on a certain stock exchange were all different from today ' s closing prices . the number of stocks that closed at a higher price today than yesterday was 20 percent greater than the number that closed at a lower price . how many of the stocks closed at a higher price today than yesterday ?",1,"a ) 484 , b ) 726 , c ) 1,200 , d ) 1,320 , e ) 1,694",c
"the dimensions of an open box are 50 cm , 40 cm and 23 cm . its thickness is 2 cm . if 1 cubic cm of metal used in the box weighs 0.5 gms , find the weight of the box .",8.04,"['a ) 8.04 kg', 'b ) 8.14 kg', 'c ) 8.24 kg', 'd ) 9.04 kg', 'e ) none of these']",a
two goods trains each 680 m long are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 30 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one ?,65.28,"a ) 228 , b ) 65.28 , c ) 48.32 , d ) 27 , e ) 21.1",b
"mike needs 30 % to pass . if he scored 212 marks and falls short by 25 marks , what was the maximum marks he could have got ?",790,"a ) 343 , b ) 677 , c ) 790 , d ) 867 , e ) 932",c
"if r is the least positive integer that is divisible by every integer from 12 to 16 inclusive , then r / 13 is =",1680,"a ) 40320 , b ) 21840 , c ) 1680 , d ) 840 , e ) 240",c
"an aeroplane covers a certain distance of 420 kmph in 6 hours . to cover the same distance in 4 2 / 3 hours , it must travel at a speed of ?",540,"a ) 450 km , b ) 480 km , c ) 500 km , d ) 540 km , e ) 590 km",d
machine p and machine q are each used to manufacture 880 sprockets . it takes machine p 10 hours longer to produce 880 sprockets than machine q . machine q produces 10 % more sprockets per hour than machine a . how many sprockets per hour does machine a produce ?,8,"a ) 2 , b ) 4 , c ) 6 , d ) 8 , e ) 10",d
in an examination 35 % of the students passed and 351 failed . how many students appeared for the examination ?,540,"a ) a ) 540 , b ) b ) 400 , c ) c ) 700 , d ) d ) 650 , e ) e ) 840",a
"what is the average of 1200 , 1300 , 1400 , 1510 , 1520 , 1530 , and 1200 ?",1380,"a ) 1360.47 , b ) 1355.8 , c ) 1380 , d ) 1350 , e ) 1333",c
"a man rows his boat 70 km downstream and 45 km upstream , taking 2 1 / 2 hours each time . find the speed of the stream ?",5,"a ) 1 kmph , b ) 6 kmph , c ) 5 kmph , d ) 8 kmph , e ) 7 kmph",c
a train passes a station platform in 48 sec and a man standing on the platform in 40 sec . if the speed of the train is 36 km / hr . what is the length of the platform ?,80,"a ) 80 , b ) 120 , c ) 60 , d ) 90 , e ) 50",a
"a , b and c enter into partnership . a invests some money at the beginning , b invests double the amount after 6 months , and c invests thrice the amount after 8 months . if the annual gain be rs . 18600 . a ' s share is ?",6200,"a ) 8876 , b ) 2765 , c ) 6000 , d ) 6200 , e ) 1261",d
"a student took 5 papers in an examination , where the full marks were the same for each paper . his marks in these papers were in the proportion of 5 : 6 : 7 : 8 : 9 . in all papers together , the candidate obtained 60 % of the total marks . then the number of papers in which he got more than 50 % marks is",5,"a ) 2 , b ) 3 , c ) 4 , d ) 5 , e ) 1",d
if x ¤ y = ( x + y ) ^ 2 - ( x - y ) ^ 2 . then √ 6 ¤ √ 6 =,24,"a ) 0 , b ) 5 , c ) 10 , d ) 24 , e ) 20",d
"an investment yields an interest payment of $ 240 each month . if the simple annual interest rate is 9 % , what is the amount of the investment ?",31,"a ) $ 28,300 , b ) $ 30,400 , c ) $ 31,300 , d ) $ 32,500 , e ) $ 32,000",e
"the inner circumference of a circular race track , 14 m wide , is 440 m . find radius of the outer circle ?",84,"a ) 22 , b ) 37 , c ) 87 , d ) 84 , e ) 82",d
the average speed of a car is 1 4 / 5 times the avg speed of a bike . a tractor covers 575 km in 25 hrs . how much distance will the car cover in 4 hrs if the speed of the bike is twice speed of the tractor ?,331.2,"a ) 400 km , b ) 500 km , c ) 331.2 km , d ) 550 km , e ) 600 km",c
"there are 56 lights which are functional and each is controlled by a separate on / off switch . two children x and y start playing with the switches . x starts by pressing every third switch till he reaches the end . y , thereafter , presses every fifth switch till he too reaches the end . if all switches were in off position at the beggining , how many lights are switched on by the end of this operation ?",17,"a ) 18 , b ) 19 , c ) 17 , d ) 15 , e ) 16",c
how many multiples of 5 are there between 5 to 95 ?,17,"a ) 9 , b ) 18 , c ) 17 , d ) 16 , e ) 15",c
the difference between the local value and face value of 7 in the numeral 657903 is :,6993,"a ) 0 , b ) 7896 , c ) 6993 , d ) 903 , e ) 803",c
find the value of b from ( 15 ) ^ 2 x 9 ^ 2 ã · 356 = b .,51.2,"a ) 53.2 , b ) 52.2 , c ) 51.2 , d ) 8.2 , e ) 54.2",c
"how many cuboids of length 5 m , width 2 m and height 3 m can be farmed from a cuboid of 18 m length , 15 m width and 2 m height .",18,"a ) 10 , b ) 12 , c ) 15 , d ) 16 , e ) 18",e
"an engineer undertakes a project to build a road 10 km long in 60 days and employs 30 men for the purpose . after 20 days , he finds only 2 km of the road has been completed . find the ( approximate ) number of extra men he must employ to finish the work in time .",30,"a ) 20 , b ) 15 , c ) 30 , d ) 45 , e ) 60",c
"a retailer bought a machine at a wholesale price of $ 81 and later on sold it after a 10 % discount of the retail price . if the retailer made a profit equivalent to 20 % of the whole price , what is the retail price of the machine ?",108,"a ) 81 , b ) 108 , c ) 120 , d ) 135 , e ) 160",b
"1.5 , 2.3 , 3.1 , 3.9 , . . ?",0.8,"a ) 0.6 , b ) 0.8 , c ) 0.4 , d ) 0.24 , e ) 0.15",b
"a circular swimming pool is surrounded by a concrete wall 4 ft wide . if the area of the concrete wall surrounding the pool is 11 / 25 that of the pool , then the radius of the pool is ?",20,"a ) 22 , b ) 20 , c ) 88 , d ) 387 , e ) 19",b
36 men can complete a piece of work in 18 days . in how many days will 81 men complete the same work ?,8,"a ) 8 , b ) 77 , c ) 88 , d ) 29 , e ) 21",a
simplify : 0.2 * 0.4 + 0.6 * 0.8,0.56,"a ) 0.52 , b ) 0.42 , c ) 0.48 , d ) 0.64 , e ) 0.56",e
"what is 0.05 percent of 12,356 ?",6.178,"a ) 0.6178 , b ) 61.78 , c ) 6.178 , d ) 0.06178 , e ) 0.006178",c
"15 lts are taken of from a container full of liquid a and replaced with liquid b . again 15 more lts of the mixture is taken and replaced with liquid b . after this process , if the container contains liquid a and b in the ratio 9 : 16 , what is the capacity of the container s ?",37.5,"a ) a : 45 , b ) b : 25 , c ) c : 37.5 , d ) d : 36 , e ) e : 42",c
"when greenville state university decided to move its fine arts collection to a new library , it had to package the collection in 20 - inch by 20 - inch by 15 - inch boxes . if the university pays $ 0.50 for every box , and if the university needs 3.06 million cubic inches to package the collection , what is the minimum amount the university must spend on boxes ?",255,"a ) $ 255 , b ) $ 275 , c ) $ 510 , d ) $ 1,250 , e ) $ 2,550",a
"diana works 10 hours per day on monday , wednesday and friday , and 15 hours per day on tuesday and thursday . she does not work on saturday and sunday . she earns $ 1800 per week . how much does she earn in dollars per hour ?",30,"a ) 20 , b ) 22 , c ) 30 , d ) 24 , e ) 25",c
a car travels at a speed of 65 miles per hour . how far will it travel in 8 hours ?,520,"a ) 125 miles , b ) 225 miles , c ) 520 miles , d ) 425 miles , e ) 525 miles",c
the mean of 50 observations was 36 . it was found later that an observation 30 was wrongly taken as 23 . the corrected new mean is :,36.14,"a ) 36.02 , b ) 36.14 , c ) 36.12 , d ) 36.11 , e ) 36.8",b
"a , b and c invest in the ratio of 3 : 4 : 5 . the percentage of return on their investments are in the ratio of 6 : 5 : 4 . find the total earnings , if b earns rs . 200 more than a :",5800,"a ) 2348 , b ) 7250 , c ) 2767 , d ) 1998 , e ) 5800",e
the average of first 14 even numbers is ?,15,"a ) 10 , b ) 11 , c ) 12 , d ) 13 , e ) 15",e
a certain rectangular crate measures 12 feet by 16 feet by 18 feet . a cylindrical gas tank is to be made for shipment in the crate and will stand upright when the crate is placed on one of its six faces . what should the radius of the tank be if it is to be of the largest possible volume ?,8,"['a ) 4', 'b ) 5', 'c ) 6', 'd ) 8', 'e ) 10']",d
for what values of k will the pair of equations 4 ( 3 x + 4 y ) = 48 and kx + 12 y = 30 does not have a unique solution ?,9,"a ) 12 , b ) 9 , c ) 3 , d ) 7.5 , e ) 2.5",b
the sector of a circle has radius of 21 cm and central angle 120 o . find its perimeter ?,86,"a ) 91.5 cm , b ) 11.5 cm , c ) 91.8 cm , d ) 86 cm , e ) 99.5 cm",d
how many different positive integers are factors of 40 ?,6,"a ) 3 , b ) 2 , c ) 1 , d ) 6 , e ) 4",d
"a couple married in 1980 had two children , one in 1982 and the other in 1984 . their combined ages will equal the years of the marriage in ?",1986,"a ) 1986 , b ) 1985 , c ) 1987 , d ) 1988 , e ) 1989",a
find the expenditure on digging a well 14 m deep and of 3 m diameter at rs . 19 per cubic meter ?,1881,"a ) 2998 , b ) 1881 , c ) 2890 , d ) 1485 , e ) 2780",b
at an election 2 candidates are participated and a candidate got 45 % of votes and defeated by 9000 . and 83 votes are invalid . find the total polled votes ?,90083,"a ) 84512 , b ) 78452 , c ) 65893 , d ) 90083 , e ) 74502",d
"after working for 6 days , david was joined by moore . together they completed the remaining job in 3 days . how many days will it take both of them to complete the entire job , given that it would have taken david 12 days to complete the job alone ?",6,"a ) 7 , b ) 4 , c ) 6 , d ) 2 , e ) 7",c
how long does a train 110 m long running at the speed of 54 km / hr takes to cross a bridge 132 m length ?,16.13,"a ) 12.9 sec , b ) 12.1 sec , c ) 17.9 sec , d ) 16.13 sec , e ) 14.9 sec",d
"by selling an article at rs . 800 , a shopkeeper makes a profit of 25 % . at what price should he sell the article so as to make a loss of 35 % ?",416,"a ) 228 , b ) 480 , c ) 267 , d ) 416 , e ) 276",d
the average weight of 8 people increases by 2.5 kg when a new person comes in place of one of them weighing 55 kg . what is the weight of the new person ?,75,"a ) 75 kg , b ) 85 kg , c ) 95 kg , d ) 65 kg , e ) 55 kg",a
the length of a rectangular plot is 10 mtr more than its width . the cost of fencing the plot along its perimeter at the rate of rs . 6.5 mtr is rs . 910 . the perimeter of the plot is ?,140,"a ) 126 , b ) 156 , c ) 190 , d ) 140 , e ) 260",d
"what is the least number which should be added to 5432 so that the sum is exactly divisible by 5 , 6 , 4 , and 3 ?",28,"a ) 16 , b ) 22 , c ) 28 , d ) 34 , e ) 40",c
two airplanes take off from one airfield at noon . one flies due east at 203 miles per hour while the other flies directly northeast at 283 miles per hour . approximately how many miles apart are the airplanes at 2 p . m . ?,406,"a ) 166 , b ) 332 , c ) 406 , d ) 483 , e ) 566",c
"a man can swim in still water at 6 km / h , but takes twice as long to swim upstream than downstream . the speed of the stream is ?",2,"a ) 3 , b ) 7.5 , c ) 2.25 , d ) 2 , e ) 4",d
the population of a town is 10000 . it increases annually at the rate of 20 % p . a . what will be its population after 4 years ?,20730,"a ) 20300 , b ) 20400 , c ) 20730 , d ) 20500 , e ) 20600",c
"the average age of a , b and c is 25 years . if the average age of a and c is 29 years , what is the age of b in years ?",17,"a ) 17 , b ) 35 , c ) 20 , d ) 32 , e ) 21",a
a man walking at the rate of 6 km per hour crosses a square field diagonally in 9 seconds the area of the field is,112.5,"['a ) 110 sq . m', 'b ) 111.5 aq . m', 'c ) 112.5 sq . m', 'd ) 114 sq . m', 'e ) none of these']",c
"in a college the ratio of the numbers of boys to the girls is 8 : 5 . if there are 175 girls , the total number of students in the college is ?",455,"a ) 562 , b ) 356 , c ) 455 , d ) 416 , e ) 512",c
"i spend 40 hours a week ( 5 days ) at work and like to organize my time so that i spend an equal number of hours on the two tasks i currently have . currently , i am spending 5 hours a day on task 1 and 3 on task 2 . how many hours a week less do i need to spend on task 1 in order to evenly distribute my time ?",5,"a ) 5 , b ) 3 , c ) 7 , d ) 1 , e ) 6",a
what is the greatest of 3 consecutive integers whose sum is 27 ?,11,"a ) 6 , b ) 7 , c ) 8 , d ) 9 , e ) 11",e
the area of a triangle is with base 4 m and height 5 m ?,10,"['a ) 11', 'b ) 10', 'c ) 99', 'd ) 17', 'e ) 12']",b
peter brought a scooter for a certain sum of money . he spent 10 % of the cost on repairs and sold the scooter for a profit of $ 1100 . how much did he spend on repairs if he made a profit of 20 % ?,500,"a ) 100 , b ) 200 , c ) 300 , d ) 400 , e ) 500",e
10 people can write 55 book in 12 days working 8 hour a day . then in how many day 198 can be written by 48 people ?,9,"a ) 9 , b ) 13 , c ) 21 , d ) 24 , e ) 23",a
"the current of a stream runs at the rate of 4 kmph . a boat goes 12 km and back to the starting point in 2 hours , then find the speed of the boat in still water ?",13.21,"a ) a ) 17.33 , b ) b ) 2 , c ) c ) 18 , d ) d ) 16 , e ) e ) 13.21",e
"a train 200 m long passes a man , running at 5 km / hr in the same direction in which the train is going , in 10 seconds . the speed of the train is :",77,"a ) 45 km / hr , b ) 50 km / hr , c ) 77 km / hr , d ) 55 km / hr , e ) 56 km / hr",c
"to fill a tank , 200 buckets of water is required . how many buckets of water will be required to fill the same tank if the capacity of the bucket is reduced to four - fifths of its present ?",250,"a ) 50 , b ) 100 , c ) 150 , d ) 200 , e ) 250",e
the mean of 40 observations was 100 . it was found later that an observation 50 was wrongly taken as 75 the corrected new mean is,99.375,"a ) 125.8 , b ) 102.8 , c ) 99.375 , d ) 100.52 , e ) 122",c
"the entrance fee for a fair is $ 5 for persons under the age of 18 , and 20 % more for persons older . each ride at the fair costs $ 0.50 . if joe goes with her 6 years old twin brothers , and they each took 3 rides in total . how much money does joe end up spending at the fair ?",20.5,"a ) 16 , b ) 20.5 , c ) 17.5 , d ) 20 , e ) 4.5",b
"if 1488 / 1.24 = 1200 , then 148.8 / 12.4 is equal to ?",12,"a ) 17 , b ) 10 , c ) 14 , d ) 12 , e ) 11",d
"the cross - section of a cannel is a trapezium in shape . if the cannel is 6 m wide at the top and 4 m wide at the bottom and the area of cross - section is 10290 sq m , the depth of cannel is ?",258,"a ) 258 , b ) 260 , c ) 262 , d ) 264 , e ) 266",a
"a girl scout was selling boxes of cookies . in a month , she sold both boxes of chocolate chip cookies ( $ 1.25 each ) and boxes of plain cookies ( $ 0.75 each ) . altogether , she sold 1,585 boxes for a combined value of $ 1 , 586.25 . how many boxes of plain cookies did she sell ?",790,"a ) 0 , b ) 233 , c ) 500 , d ) 695 , e ) 790",e
"a certain company expects quarterly earnings of $ 0.80 per share of stock , half of which will be distributed as dividends to shareholders while the rest will be used for research and development . if earnings are greater than expected , shareholders will receive an additional $ 0.04 per share for each additional $ 0.10 of per share earnings . if quarterly earnings are $ 1.10 per share , what will be the dividend paid to a person who owns 500 shares of the company ' s stock ?",260,"a ) $ 260 , b ) $ 96 , c ) $ 26 , d ) $ 120 , e ) $ 240",a
"the positive integers s and t leave remainders of 2 and 3 , respectively , when divided by 6 . s > t . what is the remainder when s – t is divided by 6 ?",5,"a ) 3 , b ) 1 , c ) 4 , d ) 2 , e ) 5",e
what is the remainder when 9 ^ 381 is divided by 5 ?,4,"a ) 0 , b ) 1 , c ) 2 , d ) 3 , e ) 4",e
the sum of ages of 5 children born 2 years different each is 40 years . what is the age of the elder child ?,12,"a ) 12 , b ) 9 , c ) 10 , d ) 16 , e ) 17",a
"find large number from below question the difference of two no . is 1365 . on dividing the larger no . by the smaller , we get 6 as quotient and the 15 as remainder ?",1635,"a ) 1234 , b ) 1456 , c ) 1256 , d ) 1456 , e ) 1635",e
the compound interest earned by sunil on a certain amount at the end of two years at the rate of 4 % p . a . was rs . 326.40 . find the total amount that sunil got back at the end of two years in the form of principal plus interest earned .,4326.40,"a ) rs . 4326.40 , b ) rs . 4236.40 , c ) rs . 4136.40 , d ) rs . 4316.40 , e ) rs . 4136.40",a
"if a square mirror has a 20 - inch diagonal , what is the approximate perimeter e of the mirror , in inches ?",60,"['a ) 40', 'b ) 60', 'c ) 80', 'd ) 100', 'e ) 120']",b
"60 % of a number is added to 120 , the result is the same number . find the number ?",300,"a ) 300 , b ) 288 , c ) 270 , d ) 129 , e ) 281",a
"in a 60 member association consisting of men and women , exactly 20 % of men and exactly 25 % women are homeowners . what is the least number of members who are homeowners ?",13,"a ) 29 , b ) 13 , c ) 25 , d ) 23 , e ) 21",b
"a man swims downstream 30 km and upstream 18 km taking 6 hours each time , what is the speed of the man in still water ?",4,"a ) 7 , b ) 8 , c ) 5 , d ) 2 , e ) 4",e
what is the least value of x . so that 23 x 59 is divisible by 3 .,2,"a ) 2 , b ) 0 , c ) 1 , d ) 3 , e ) 4",a
"if the sum of the 4 th term and the 12 th term of an arithmetic progression is 16 , what is the sum of the first 15 terms of the progression ?",120,"a ) 80 , b ) 100 , c ) 105 , d ) 120 , e ) 110",d
the side of a square is increased by 25 % then how much % does its area increases ?,56.25,"a ) 56.28 , b ) 56.25 , c ) 56.2 , d ) 56.24 , e ) 56.21",b
"pipes a and b can fill a tank in 6 and 4 hours . pipe c can empty it in 12 hours . if all pipes are opened together , then the tank will be filled in ?",3,"a ) 3 hr , b ) 2 hr , c ) 1 hr , d ) 9 / 7 hr , e ) 5 / 3 hr",a
"hall is 15 m long and 12 m broad . if the sum of the areas of the floor and the ceiling is equal to the sum of the areas of four walls , the volume of the hall is :",1200,"['a ) 720', 'b ) 900', 'c ) 1200', 'd ) 1800', 'e ) 2100']",c
a candidate got 35 % of the votes polled and he lost to his rival by 2370 votes . how many votes were cast ?,7900,"a ) 7500 , b ) 7900 , c ) 2665 , d ) 2888 , e ) 2661",b
"sonika bought a v . c . r . at the list price of 18,500 . if the rate of sales tax was 8 % , find the amount she had to pay for purchasing the v . c . r .",19,"a ) 19,980 , b ) 19,780 , c ) 19,680 , d ) 19,380 , e ) none of these",a
"at the wholesale store you can buy an 8 - pack of hot dogs for $ 1.55 , a 20 - pack for $ 3.05 , and a 250 - pack for $ 22.95 . what is the greatest number of hot dogs you can buy at this store with $ 220 ?",2,"a ) 1,108 , b ) 2,100 , c ) 2,108 , d ) 2,124 , e ) 2,218",e
"if ( n + 2 ) ! / n ! = 90 , n = ?",8,"a ) 2 / 131 , b ) 8 , c ) 10 , d ) 11 , e ) 12",b
"abcd is a square . f and e are the midpoints of sides ad and cd , respectively . the area of triangle fed is 2 square inches . what is the area of square abcd ( in square inches ) ?",16,"['a ) 4', 'b ) 8', 'c ) 16', 'd ) 32', 'e ) 64']",c
275.124 x 16.98 ã · 5.001 + 22.22 = ?,957.641,"a ) 983.578 , b ) 659.121 , c ) 957.641 , d ) 656.112 , e ) 456.512",c
"a clock store sold a certain clock to a collector for 30 percent more than the store had originally paid for the clock . when the collector tried to resell the clock to the store , the store bought it back at 60 percent of what the collector had paid . the shop then sold the clock again at a profit of 90 percent on its buy - back price . if the difference between the clock ' s original cost to the shop and the clock ' s buy - back price was $ 150 , for how much did the shop sell the clock the second time ?",1010.46,"a ) $ 1010.46 , b ) $ 505.23 , c ) $ 2020.92 , d ) $ 800.46 , e ) $ 1515.69",a
a money lender lent rs . 1000 at 3 % per year and rs . 1400 at 3 % per year . the amount should be returned to him when the total interest comes to rs . 350 . find the number of years .,4.86,"a ) 3.5 , b ) 3.75 , c ) 4 , d ) 4.25 , e ) 4.86",e
"if a - b = 3 and a ( power 2 ) + b ( power 2 ) = 21 , find the value of ab .",6,"a ) 5 , b ) 8 , c ) 4 , d ) 6 , e ) 3",d
"out of 460 students of a school , 325 play football , 175 play cricket and 50 neither play football nor cricket . how many students play both football and cricket ?",90,"a ) 120 , b ) 150 , c ) 100 , d ) 180 , e ) 90",e
in a 8 x 8 chess board what is the total number of squares .,204,"a ) 238 , b ) 204 , c ) 678 , d ) 169 , e ) 161",b
"in a division , divident is 686 , divisior is 36 and quotient is 19 . find the remainder .",2,"a ) a ) 4 , b ) b ) 3 , c ) c ) 2 , d ) d ) 5 , e ) e ) 6",c
"rakesh credits 15 % of his salary in his fixed deposit account and spends 30 % of the remaining amount on groceries . if the cash in hand is rs . 2380 , what is his salary ?",4000,"a ) rs . 3500 , b ) rs . 4000 , c ) rs . 4500 , d ) rs . 5000 , e ) none",b
"a salesman â € ™ s terms were changed from a flat commission of 5 % on all his sales to a fixed salary of rs . 1000 plus 2.5 % commission on all sales exceeding rs . 4,000 . if his remuneration as per new scheme was rs . 600 more than that by the previous schema , his sales were worth",12000,"a ) 12000 , b ) 14000 , c ) 15000 , d ) 20000 , e ) 60000",a
"if a light flashes every 6 seconds , how many times will it flash in ¾ of an hour ?",451,"a ) 451 times , b ) 638 times , c ) 838 times , d ) 436 times , e ) 435 times",a
